,SNR,lpix,mpix,boxc_width,time,dm,iblk,rawsn,total_sample,obstime_sec,mjd,dm_pccm3,ra_deg,dec_deg,cluster_id
804,7.3,203,138,6,92,66,226,193,57948,801.0732,60381.275821991,294.608,51.63243,-54.59998,229
805,10.5,204,138,6,92,66,226,277,57948,801.0732,60381.275821991,294.608,51.62503,-54.59993,229
806,10.3,205,138,6,92,66,226,271,57948,801.0732,60381.275821991,294.608,51.61763,-54.59988,229
807,7.6,206,139,7,93,66,226,199,57949,801.087,60381.275822151,294.608,51.6103,-54.59554,229
808,7.7,203,138,6,102,66,226,202,57958,801.2114,60381.275823591,294.608,51.63243,-54.59998,229
809,9.6,204,138,7,101,66,226,252,57957,801.1976,60381.275823431,294.608,51.62503,-54.59993,229
810,9.2,205,138,7,98,66,226,243,57954,801.1561,60381.275822951,294.608,51.61763,-54.59988,229
811,6.8,206,139,7,98,66,226,179,57954,801.1561,60381.275822951,294.608,51.6103,-54.59554,229
812,6.4,203,138,7,104,66,226,168,57960,801.239,60381.275823911,294.608,51.63243,-54.59998,229
813,8.4,204,138,7,104,66,226,220,57960,801.239,60381.275823911,294.608,51.62503,-54.59993,229
814,7.9,205,138,7,104,66,226,207,57960,801.239,60381.275823911,294.608,51.61763,-54.59988,229
815,6.5,204,138,7,115,66,226,171,57971,801.3911,60381.275825671,294.608,51.62503,-54.59993,229
816,7.0,205,139,7,115,66,226,183,57971,801.3911,60381.275825671,294.608,51.61769,-54.59558,229
817,8.2,204,138,6,87,67,226,216,57943,801.004,60381.275821191,299.071,51.62503,-54.59993,229
818,7.2,205,138,6,87,67,226,190,57943,801.004,60381.275821191,299.071,51.61763,-54.59988,229
819,7.7,203,138,7,92,67,226,203,57948,801.0732,60381.275821991,299.071,51.63243,-54.59998,229
820,10.8,204,138,7,92,67,226,285,57948,801.0732,60381.275821991,299.071,51.62503,-54.59993,229
821,10.3,205,138,7,93,67,226,272,57949,801.087,60381.275822151,299.071,51.61763,-54.59988,229
822,7.5,206,139,7,93,67,226,197,57949,801.087,60381.275822151,299.071,51.6103,-54.59554,229
823,7.4,203,138,6,102,67,226,194,57958,801.2114,60381.275823591,299.071,51.63243,-54.59998,229
824,9.5,204,138,7,102,67,226,251,57958,801.2114,60381.275823591,299.071,51.62503,-54.59993,229
825,9.5,205,138,7,97,67,226,250,57953,801.1423,60381.275822791,299.071,51.61763,-54.59988,229
826,6.8,206,139,7,98,67,226,180,57954,801.1561,60381.275822951,299.071,51.6103,-54.59554,229
827,7.3,203,138,7,104,67,226,193,57960,801.239,60381.275823911,299.071,51.63243,-54.59998,229
828,9.2,204,138,7,104,67,226,242,57960,801.239,60381.275823911,299.071,51.62503,-54.59993,229
829,8.4,205,138,7,104,67,226,220,57960,801.239,60381.275823911,299.071,51.61763,-54.59988,229
830,6.8,204,138,7,115,67,226,179,57971,801.3911,60381.275825671,299.071,51.62503,-54.59993,229
831,7.0,205,139,7,115,67,226,183,57971,801.3911,60381.275825671,299.071,51.61769,-54.59558,229
832,7.9,204,138,6,87,68,226,209,57943,801.004,60381.275821191,303.535,51.62503,-54.59993,229
833,7.0,205,138,6,87,68,226,184,57943,801.004,60381.275821191,303.535,51.61763,-54.59988,229
834,7.6,203,138,6,92,68,226,201,57948,801.0732,60381.275821991,303.535,51.63243,-54.59998,229
835,10.9,204,138,7,93,68,226,286,57949,801.087,60381.275822151,303.535,51.62503,-54.59993,229
836,10.4,205,138,7,93,68,226,273,57949,801.087,60381.275822151,303.535,51.61763,-54.59988,229
837,7.6,206,139,7,95,68,226,201,57951,801.1146,60381.275822471,303.535,51.6103,-54.59554,229
838,7.2,203,138,7,103,68,226,190,57959,801.2252,60381.275823751,303.535,51.63243,-54.59998,229
839,10.5,204,138,7,96,68,226,276,57952,801.1285,60381.275822632,303.535,51.62503,-54.59993,229
840,10.1,205,139,7,96,68,226,267,57952,801.1285,60381.275822632,303.535,51.61769,-54.59558,229
841,7.2,206,139,7,96,68,226,189,57952,801.1285,60381.275822632,303.535,51.6103,-54.59554,229
842,7.0,203,138,7,104,68,226,183,57960,801.239,60381.275823911,303.535,51.63243,-54.59998,229
843,9.0,204,138,7,104,68,226,236,57960,801.239,60381.275823911,303.535,51.62503,-54.59993,229
844,8.4,205,138,7,104,68,226,222,57960,801.239,60381.275823911,303.535,51.61763,-54.59988,229
845,6.6,204,138,7,116,68,226,175,57972,801.4049,60381.275825831,303.535,51.62503,-54.59993,229
846,7.0,205,139,7,117,68,226,185,57973,801.4188,60381.275825991,303.535,51.61769,-54.59558,229
847,7.4,204,138,6,87,69,226,196,57943,801.004,60381.275821191,307.999,51.62503,-54.59993,229
848,6.5,205,138,6,87,69,226,170,57943,801.004,60381.275821191,307.999,51.61763,-54.59988,229
849,8.0,203,138,7,93,69,226,211,57949,801.087,60381.275822151,307.999,51.63243,-54.59998,229
850,11.1,204,138,7,93,69,226,291,57949,801.087,60381.275822151,307.999,51.62503,-54.59993,229
851,10.8,205,138,7,94,69,226,283,57950,801.1008,60381.275822312,307.999,51.61763,-54.59988,229
852,7.5,206,139,7,95,69,226,198,57951,801.1146,60381.275822471,307.999,51.6103,-54.59554,229
853,7.6,203,138,6,103,69,226,199,57959,801.2252,60381.275823751,307.999,51.63243,-54.59998,229
854,10.4,204,138,7,96,69,226,273,57952,801.1285,60381.275822632,307.999,51.62503,-54.59993,229
855,10.1,205,139,7,97,69,226,267,57953,801.1423,60381.275822791,307.999,51.61769,-54.59558,229
856,7.2,206,139,7,97,69,226,190,57953,801.1423,60381.275822791,307.999,51.6103,-54.59554,229
857,7.2,203,138,7,104,69,226,189,57960,801.239,60381.275823911,307.999,51.63243,-54.59998,229
858,9.3,204,138,7,104,69,226,245,57960,801.239,60381.275823911,307.999,51.62503,-54.59993,229
859,8.6,205,138,7,104,69,226,227,57960,801.239,60381.275823911,307.999,51.61763,-54.59988,229
860,6.8,204,138,7,116,69,226,180,57972,801.4049,60381.275825831,307.999,51.62503,-54.59993,229
861,6.8,205,139,7,116,69,226,180,57972,801.4049,60381.275825831,307.999,51.61769,-54.59558,229
862,6.3,204,138,5,87,70,226,167,57943,801.004,60381.275821191,312.463,51.62503,-54.59993,229
863,8.2,203,138,5,92,70,226,216,57948,801.0732,60381.275821991,312.463,51.63243,-54.59998,229
864,11.6,204,138,7,94,70,226,306,57950,801.1008,60381.275822312,312.463,51.62503,-54.59993,229
865,11.0,205,138,7,94,70,226,289,57950,801.1008,60381.275822312,312.463,51.61763,-54.59988,229
866,7.6,206,139,7,94,70,226,201,57950,801.1008,60381.275822312,312.463,51.6103,-54.59554,229
867,7.2,203,138,7,96,70,226,190,57952,801.1285,60381.275822632,312.463,51.63243,-54.59998,229
868,10.6,204,138,7,96,70,226,280,57952,801.1285,60381.275822632,312.463,51.62503,-54.59993,229
869,10.4,205,138,7,96,70,226,273,57952,801.1285,60381.275822632,312.463,51.61763,-54.59988,229
870,7.2,206,139,7,98,70,226,189,57954,801.1561,60381.275822951,312.463,51.6103,-54.59554,229
871,7.5,203,138,6,105,70,226,198,57961,801.2529,60381.275824071,312.463,51.63243,-54.59998,229
872,9.3,204,138,7,105,70,226,245,57961,801.2529,60381.275824071,312.463,51.62503,-54.59993,229
873,8.5,205,138,7,104,70,226,224,57960,801.239,60381.275823911,312.463,51.61763,-54.59988,229
874,7.0,204,138,7,116,70,226,183,57972,801.4049,60381.275825831,312.463,51.62503,-54.59993,229
875,7.1,205,139,7,116,70,226,188,57972,801.4049,60381.275825831,312.463,51.61769,-54.59558,229
876,8.5,203,138,6,93,71,226,225,57949,801.087,60381.275822151,316.926,51.63243,-54.59998,229
877,11.8,204,138,7,94,71,226,310,57950,801.1008,60381.275822312,316.926,51.62503,-54.59993,229
878,10.7,205,138,6,94,71,226,282,57950,801.1008,60381.275822312,316.926,51.61763,-54.59988,229
879,7.4,206,139,7,95,71,226,195,57951,801.1146,60381.275822471,316.926,51.6103,-54.59554,229
880,7.4,203,138,7,97,71,226,196,57953,801.1423,60381.275822791,316.926,51.63243,-54.59998,229
881,11.0,204,138,7,97,71,226,290,57953,801.1423,60381.275822791,316.926,51.62503,-54.59993,229
882,10.6,205,138,7,97,71,226,278,57953,801.1423,60381.275822791,316.926,51.61763,-54.59988,229
883,7.3,206,139,7,96,71,226,191,57952,801.1285,60381.275822632,316.926,51.6103,-54.59554,229
884,7.3,203,138,7,106,71,226,192,57962,801.2667,60381.275824231,316.926,51.63243,-54.59998,229
885,9.6,204,138,7,104,71,226,252,57960,801.239,60381.275823911,316.926,51.62503,-54.59993,229
886,9.2,205,138,7,104,71,226,241,57960,801.239,60381.275823911,316.926,51.61763,-54.59988,229
887,6.5,204,138,7,118,71,226,172,57974,801.4326,60381.275826151,316.926,51.62503,-54.59993,229
888,6.7,205,139,7,115,71,226,177,57971,801.3911,60381.275825671,316.926,51.61769,-54.59558,229
889,8.7,203,138,7,94,72,226,229,57950,801.1008,60381.275822312,321.39,51.63243,-54.59998,229
890,12.0,204,138,7,94,72,226,317,57950,801.1008,60381.275822312,321.39,51.62503,-54.59993,229
891,10.9,205,138,7,94,72,226,286,57950,801.1008,60381.275822312,321.39,51.61763,-54.59988,229
892,7.1,206,139,6,94,72,226,188,57950,801.1008,60381.275822312,321.39,51.6103,-54.59554,229
893,7.5,203,138,7,96,72,226,197,57952,801.1285,60381.275822632,321.39,51.63243,-54.59998,229
894,11.1,204,138,7,96,72,226,293,57952,801.1285,60381.275822632,321.39,51.62503,-54.59993,229
895,10.7,205,138,7,96,72,226,281,57952,801.1285,60381.275822632,321.39,51.61763,-54.59988,229
896,7.4,206,139,7,96,72,226,195,57952,801.1285,60381.275822632,321.39,51.6103,-54.59554,229
897,7.2,203,138,7,106,72,226,190,57962,801.2667,60381.275824231,321.39,51.63243,-54.59998,229
898,9.3,204,138,7,104,72,226,244,57960,801.239,60381.275823911,321.39,51.62503,-54.59993,229
899,8.9,205,138,7,105,72,226,233,57961,801.2529,60381.275824071,321.39,51.61763,-54.59988,229
900,6.8,204,138,7,112,72,226,180,57968,801.3496,60381.275825191,321.39,51.62503,-54.59993,229
901,6.8,205,139,7,116,72,226,179,57972,801.4049,60381.275825831,321.39,51.61769,-54.59558,229
902,6.3,205,139,7,120,72,226,167,57976,801.4602,60381.275826471,321.39,51.61769,-54.59558,229
903,8.5,203,138,7,95,73,226,225,57951,801.1146,60381.275822471,325.854,51.63243,-54.59998,229
904,11.6,204,138,7,95,73,226,306,57951,801.1146,60381.275822471,325.854,51.62503,-54.59993,229
905,10.3,205,138,7,95,73,226,270,57951,801.1146,60381.275822471,325.854,51.61763,-54.59988,229
906,7.0,206,139,5,95,73,226,183,57951,801.1146,60381.275822471,325.854,51.6103,-54.59554,229
907,7.9,203,138,7,97,73,226,208,57953,801.1423,60381.275822791,325.854,51.63243,-54.59998,229
908,11.5,204,138,7,97,73,226,304,57953,801.1423,60381.275822791,325.854,51.62503,-54.59993,229
909,10.8,205,139,7,97,73,226,285,57953,801.1423,60381.275822791,325.854,51.61769,-54.59558,229
910,7.5,206,139,7,98,73,226,198,57954,801.1561,60381.275822951,325.854,51.6103,-54.59554,229
911,7.2,203,138,7,106,73,226,189,57962,801.2667,60381.275824231,325.854,51.63243,-54.59998,229
912,9.6,204,138,7,106,73,226,254,57962,801.2667,60381.275824231,325.854,51.62503,-54.59993,229
913,9.3,205,138,7,106,73,226,245,57962,801.2667,60381.275824231,325.854,51.61763,-54.59988,229
914,7.0,204,138,7,112,73,226,184,57968,801.3496,60381.275825191,325.854,51.62503,-54.59993,229
915,6.8,205,139,7,113,73,226,180,57969,801.3635,60381.275825351,325.854,51.61769,-54.59558,229
916,6.5,204,138,7,120,73,226,171,57976,801.4602,60381.275826471,325.854,51.62503,-54.59993,229
917,6.5,205,139,7,120,73,226,171,57976,801.4602,60381.275826471,325.854,51.61769,-54.59558,229
918,9.0,203,138,7,95,74,226,236,57951,801.1146,60381.275822471,330.318,51.63243,-54.59998,229
919,12.2,204,138,7,95,74,226,320,57951,801.1146,60381.275822471,330.318,51.62503,-54.59993,229
920,10.7,205,138,7,95,74,226,282,57951,801.1146,60381.275822471,330.318,51.61763,-54.59988,229
921,7.0,206,139,7,95,74,226,185,57951,801.1146,60381.275822471,330.318,51.6103,-54.59554,229
922,8.2,203,138,7,96,74,226,216,57952,801.1285,60381.275822632,330.318,51.63243,-54.59998,229
923,11.4,204,138,7,96,74,226,299,57952,801.1285,60381.275822632,330.318,51.62503,-54.59993,229
924,10.8,205,138,7,98,74,226,283,57954,801.1561,60381.275822951,330.318,51.61763,-54.59988,229
925,7.3,206,139,7,98,74,226,192,57954,801.1561,60381.275822951,330.318,51.6103,-54.59554,229
926,7.1,203,138,6,106,74,226,187,57962,801.2667,60381.275824231,330.318,51.63243,-54.59998,229
927,9.3,204,138,7,106,74,226,245,57962,801.2667,60381.275824231,330.318,51.62503,-54.59993,229
928,9.4,205,138,7,104,74,226,247,57960,801.239,60381.275823911,330.318,51.61763,-54.59988,229
929,6.3,206,139,7,104,74,226,166,57960,801.239,60381.275823911,330.318,51.6103,-54.59554,229
930,7.0,204,138,7,112,74,226,185,57968,801.3496,60381.275825191,330.318,51.62503,-54.59993,229
931,7.0,205,139,7,113,74,226,184,57969,801.3635,60381.275825351,330.318,51.61769,-54.59558,229
932,6.3,204,138,7,120,74,226,167,57976,801.4602,60381.275826471,330.318,51.62503,-54.59993,229
933,6.4,205,139,7,121,74,226,169,57977,801.4741,60381.275826631,330.318,51.61769,-54.59558,229
934,8.4,203,138,6,95,75,226,222,57951,801.1146,60381.275822471,334.781,51.63243,-54.59998,229
935,11.2,204,138,6,95,75,226,296,57951,801.1146,60381.275822471,334.781,51.62503,-54.59993,229
936,9.8,205,138,6,95,75,226,259,57951,801.1146,60381.275822471,334.781,51.61763,-54.59988,229
937,6.5,206,139,7,95,75,226,172,57951,801.1146,60381.275822471,334.781,51.6103,-54.59554,229
938,8.8,203,138,7,96,75,226,231,57952,801.1285,60381.275822632,334.781,51.63243,-54.59998,229
939,11.9,204,138,7,96,75,226,313,57952,801.1285,60381.275822632,334.781,51.62503,-54.59993,229
940,10.9,205,138,7,98,75,226,286,57954,801.1561,60381.275822951,334.781,51.61763,-54.59988,229
941,7.3,206,139,7,102,75,226,193,57958,801.2114,60381.275823591,334.781,51.6103,-54.59554,229
942,7.1,203,138,7,110,75,226,188,57966,801.322,60381.275824871,334.781,51.63243,-54.59998,229
943,9.5,204,138,7,107,75,226,249,57963,801.2805,60381.275824391,334.781,51.62503,-54.59993,229
944,9.6,205,138,7,104,75,226,252,57960,801.239,60381.275823911,334.781,51.61763,-54.59988,229
945,6.8,206,139,7,104,75,226,180,57960,801.239,60381.275823911,334.781,51.6103,-54.59554,229
946,7.4,204,138,7,113,75,226,195,57969,801.3635,60381.275825351,334.781,51.62503,-54.59993,229
947,7.3,205,139,7,114,75,226,191,57970,801.3773,60381.275825511,334.781,51.61769,-54.59558,229
948,6.7,204,138,7,120,75,226,176,57976,801.4602,60381.275826471,334.781,51.62503,-54.59993,229
949,7.0,205,139,7,120,75,226,183,57976,801.4602,60381.275826471,334.781,51.61769,-54.59558,229
950,8.2,203,138,6,95,76,226,217,57951,801.1146,60381.275822471,339.245,51.63243,-54.59998,229
951,10.9,204,138,6,95,76,226,286,57951,801.1146,60381.275822471,339.245,51.62503,-54.59993,229
952,9.3,205,138,7,95,76,226,246,57951,801.1146,60381.275822471,339.245,51.61763,-54.59988,229
953,6.3,206,139,7,95,76,226,165,57951,801.1146,60381.275822471,339.245,51.6103,-54.59554,229
954,8.5,203,138,6,97,76,226,224,57953,801.1423,60381.275822791,339.245,51.63243,-54.59998,229
955,11.9,204,138,6,97,76,226,313,57953,801.1423,60381.275822791,339.245,51.62503,-54.59993,229
956,11.0,205,138,7,99,76,226,290,57955,801.1699,60381.275823111,339.245,51.61763,-54.59988,229
957,7.5,206,139,7,101,76,226,198,57957,801.1976,60381.275823431,339.245,51.6103,-54.59554,229
958,7.3,203,138,6,107,76,226,192,57963,801.2805,60381.275824391,339.245,51.63243,-54.59998,229
959,9.7,204,138,7,108,76,226,256,57964,801.2943,60381.275824551,339.245,51.62503,-54.59993,229
960,10.1,205,138,7,104,76,226,265,57960,801.239,60381.275823911,339.245,51.61763,-54.59988,229
961,7.1,206,139,7,104,76,226,187,57960,801.239,60381.275823911,339.245,51.6103,-54.59554,229
962,7.6,204,138,7,113,76,226,201,57969,801.3635,60381.275825351,339.245,51.62503,-54.59993,229
963,7.2,205,138,7,113,76,226,189,57969,801.3635,60381.275825351,339.245,51.61763,-54.59988,229
964,6.5,204,138,7,122,76,226,171,57978,801.4879,60381.275826791,339.245,51.62503,-54.59993,229
965,6.8,205,139,7,120,76,226,180,57976,801.4602,60381.275826471,339.245,51.61769,-54.59558,229
966,7.9,203,138,6,95,77,226,207,57951,801.1146,60381.275822471,343.709,51.63243,-54.59998,229
967,10.3,204,138,6,95,77,226,271,57951,801.1146,60381.275822471,343.709,51.62503,-54.59993,229
968,8.9,205,138,7,95,77,226,234,57951,801.1146,60381.275822471,343.709,51.61763,-54.59988,229
969,8.4,203,138,7,98,77,226,220,57954,801.1561,60381.275822951,343.709,51.63243,-54.59998,229
970,12.0,204,138,7,98,77,226,315,57954,801.1561,60381.275822951,343.709,51.62503,-54.59993,229
971,11.0,205,138,7,98,77,226,290,57954,801.1561,60381.275822951,343.709,51.61763,-54.59988,229
972,7.7,206,139,7,102,77,226,203,57958,801.2114,60381.275823591,343.709,51.6103,-54.59554,229
973,7.2,203,138,7,109,77,226,190,57965,801.3082,60381.275824711,343.709,51.63243,-54.59998,229
974,10.0,204,138,7,104,77,226,264,57960,801.239,60381.275823911,343.709,51.62503,-54.59993,229
975,10.2,205,138,7,104,77,226,268,57960,801.239,60381.275823911,343.709,51.61763,-54.59988,229
976,7.0,206,139,7,104,77,226,183,57960,801.239,60381.275823911,343.709,51.6103,-54.59554,229
977,7.8,204,138,7,114,77,226,206,57970,801.3773,60381.275825511,343.709,51.62503,-54.59993,229
978,7.7,205,139,7,114,77,226,202,57970,801.3773,60381.275825511,343.709,51.61769,-54.59558,229
979,6.3,204,139,7,120,77,226,167,57976,801.4602,60381.275826471,343.709,51.62509,-54.59563,229
980,7.2,205,139,7,120,77,226,189,57976,801.4602,60381.275826471,343.709,51.61769,-54.59558,229
981,7.4,203,138,5,95,78,226,195,57951,801.1146,60381.275822471,348.173,51.63243,-54.59998,229
982,9.6,204,138,6,95,78,226,253,57951,801.1146,60381.275822471,348.173,51.62503,-54.59993,229
983,8.2,205,138,6,95,78,226,217,57951,801.1146,60381.275822471,348.173,51.61763,-54.59988,229
984,8.4,203,138,7,99,78,226,222,57955,801.1699,60381.275823111,348.173,51.63243,-54.59998,229
985,12.0,204,138,7,99,78,226,317,57955,801.1699,60381.275823111,348.173,51.62503,-54.59993,229
986,11.1,205,138,7,99,78,226,293,57955,801.1699,60381.275823111,348.173,51.61763,-54.59988,229
987,7.8,206,139,7,102,78,226,205,57958,801.2114,60381.275823591,348.173,51.6103,-54.59554,229
988,7.4,203,138,7,110,78,226,194,57966,801.322,60381.275824871,348.173,51.63243,-54.59998,229
989,10.4,204,138,7,104,78,226,273,57960,801.239,60381.275823911,348.173,51.62503,-54.59993,229
990,10.4,205,138,7,104,78,226,273,57960,801.239,60381.275823911,348.173,51.61763,-54.59988,229
991,7.0,206,139,7,104,78,226,185,57960,801.239,60381.275823911,348.173,51.6103,-54.59554,229
992,8.2,204,138,7,112,78,226,216,57968,801.3496,60381.275825191,348.173,51.62503,-54.59993,229
993,7.7,205,138,7,112,78,226,202,57968,801.3496,60381.275825191,348.173,51.61763,-54.59988,229
994,6.6,204,138,7,121,78,226,173,57977,801.4741,60381.275826631,348.173,51.62503,-54.59993,229
995,7.1,205,139,7,121,78,226,188,57977,801.4741,60381.275826631,348.173,51.61769,-54.59558,229
996,7.0,203,138,6,95,79,226,183,57951,801.1146,60381.275822471,352.636,51.63243,-54.59998,229
997,9.0,204,138,6,95,79,226,238,57951,801.1146,60381.275822471,352.636,51.62503,-54.59993,229
998,7.8,205,138,6,95,79,226,205,57951,801.1146,60381.275822471,352.636,51.61763,-54.59988,229
999,8.6,203,138,7,99,79,226,226,57955,801.1699,60381.275823111,352.636,51.63243,-54.59998,229
1000,12.0,204,138,7,99,79,226,317,57955,801.1699,60381.275823111,352.636,51.62503,-54.59993,229
1001,11.1,205,138,7,100,79,226,293,57956,801.1837,60381.275823271,352.636,51.61763,-54.59988,229
1002,7.5,206,139,7,103,79,226,197,57959,801.2252,60381.275823751,352.636,51.6103,-54.59554,229
1003,7.5,203,138,7,111,79,226,198,57967,801.3358,60381.275825031,352.636,51.63243,-54.59998,229
1004,10.3,204,138,7,105,79,226,272,57961,801.2529,60381.275824071,352.636,51.62503,-54.59993,229
1005,10.4,205,138,7,104,79,226,273,57960,801.239,60381.275823911,352.636,51.61763,-54.59988,229
1006,7.4,206,139,7,104,79,226,194,57960,801.239,60381.275823911,352.636,51.6103,-54.59554,229
1007,6.5,203,138,7,112,79,226,172,57968,801.3496,60381.275825191,352.636,51.63243,-54.59998,229
1008,8.5,204,138,7,112,79,226,225,57968,801.3496,60381.275825191,352.636,51.62503,-54.59993,229
1009,7.8,205,138,7,115,79,226,206,57971,801.3911,60381.275825671,352.636,51.61763,-54.59988,229
1010,6.2,204,138,7,120,79,226,163,57976,801.4602,60381.275826471,352.636,51.62503,-54.59993,229
1011,6.6,205,139,7,122,79,226,173,57978,801.4879,60381.275826791,352.636,51.61769,-54.59558,229
1012,7.1,203,138,3,95,80,226,186,57951,801.1146,60381.275822471,357.1,51.63243,-54.59998,229
1013,8.5,204,138,6,95,80,226,224,57951,801.1146,60381.275822471,357.1,51.62503,-54.59993,229
1014,7.3,205,138,6,95,80,226,192,57951,801.1146,60381.275822471,357.1,51.61763,-54.59988,229
1015,8.6,203,138,7,99,80,226,226,57955,801.1699,60381.275823111,357.1,51.63243,-54.59998,229
1016,11.9,204,138,7,100,80,226,314,57956,801.1837,60381.275823271,357.1,51.62503,-54.59993,229
1017,11.4,205,138,7,102,80,226,300,57958,801.2114,60381.275823591,357.1,51.61763,-54.59988,229
1018,7.6,206,139,7,102,80,226,199,57958,801.2114,60381.275823591,357.1,51.6103,-54.59554,229
1019,7.6,203,138,7,111,80,226,201,57967,801.3358,60381.275825031,357.1,51.63243,-54.59998,229
1020,10.6,204,138,7,105,80,226,278,57961,801.2529,60381.275824071,357.1,51.62503,-54.59993,229
1021,10.5,205,138,7,105,80,226,277,57961,801.2529,60381.275824071,357.1,51.61763,-54.59988,229
1022,7.4,206,139,7,104,80,226,195,57960,801.239,60381.275823911,357.1,51.6103,-54.59554,229
1023,7.3,203,138,7,112,80,226,191,57968,801.3496,60381.275825191,357.1,51.63243,-54.59998,229
1024,9.5,204,138,7,112,80,226,249,57968,801.3496,60381.275825191,357.1,51.62503,-54.59993,229
1025,8.5,205,138,7,112,80,226,224,57968,801.3496,60381.275825191,357.1,51.61763,-54.59988,229
1026,6.7,204,138,7,120,80,226,176,57976,801.4602,60381.275826471,357.1,51.62503,-54.59993,229
1027,6.7,205,139,7,122,80,226,177,57978,801.4879,60381.275826791,357.1,51.61769,-54.59558,229
1028,6.5,203,138,7,95,81,226,170,57951,801.1146,60381.275822471,361.564,51.63243,-54.59998,229
1029,8.0,204,138,6,95,81,226,211,57951,801.1146,60381.275822471,361.564,51.62503,-54.59993,229
1030,7.1,205,138,6,95,81,226,186,57951,801.1146,60381.275822471,361.564,51.61763,-54.59988,229
1031,8.4,203,138,7,99,81,226,220,57955,801.1699,60381.275823111,361.564,51.63243,-54.59998,229
1032,11.7,204,138,7,102,81,226,309,57958,801.2114,60381.275823591,361.564,51.62503,-54.59993,229
1033,11.4,205,138,7,102,81,226,301,57958,801.2114,60381.275823591,361.564,51.61763,-54.59988,229
1034,7.8,206,139,7,102,81,226,205,57958,801.2114,60381.275823591,361.564,51.6103,-54.59554,229
1035,7.6,203,138,7,111,81,226,199,57967,801.3358,60381.275825031,361.564,51.63243,-54.59998,229
1036,10.4,204,138,7,106,81,226,273,57962,801.2667,60381.275824231,361.564,51.62503,-54.59993,229
1037,10.3,205,138,7,105,81,226,270,57961,801.2529,60381.275824071,361.564,51.61763,-54.59988,229
1038,7.3,206,139,7,104,81,226,193,57960,801.239,60381.275823911,361.564,51.6103,-54.59554,229
1039,7.3,203,138,7,112,81,226,191,57968,801.3496,60381.275825191,361.564,51.63243,-54.59998,229
1040,9.5,204,138,7,112,81,226,249,57968,801.3496,60381.275825191,361.564,51.62503,-54.59993,229
1041,8.5,205,138,7,112,81,226,224,57968,801.3496,60381.275825191,361.564,51.61763,-54.59988,229
1042,6.7,204,138,7,121,81,226,176,57977,801.4741,60381.275826631,361.564,51.62503,-54.59993,229
1043,7.0,205,139,7,122,81,226,185,57978,801.4879,60381.275826791,361.564,51.61769,-54.59558,229
1044,6.0,203,138,6,95,82,226,158,57951,801.1146,60381.275822471,366.028,51.63243,-54.59998,229
1045,7.2,204,138,6,95,82,226,189,57951,801.1146,60381.275822471,366.028,51.62503,-54.59993,229
1046,6.3,205,138,7,95,82,226,167,57951,801.1146,60381.275822471,366.028,51.61763,-54.59988,229
1047,8.3,203,138,7,100,82,226,218,57956,801.1837,60381.275823271,366.028,51.63243,-54.59998,229
1048,11.8,204,138,7,102,82,226,311,57958,801.2114,60381.275823591,366.028,51.62503,-54.59993,229
1049,11.5,205,138,7,102,82,226,302,57958,801.2114,60381.275823591,366.028,51.61763,-54.59988,229
1050,7.9,206,139,7,102,82,226,207,57958,801.2114,60381.275823591,366.028,51.6103,-54.59554,229
1051,7.1,203,138,6,111,82,226,188,57967,801.3358,60381.275825031,366.028,51.63243,-54.59998,229
1052,10.4,204,138,7,106,82,226,275,57962,801.2667,60381.275824231,366.028,51.62503,-54.59993,229
1053,10.4,205,138,7,106,82,226,273,57962,801.2667,60381.275824231,366.028,51.61763,-54.59988,229
1054,7.4,206,139,7,106,82,226,195,57962,801.2667,60381.275824231,366.028,51.6103,-54.59554,229
1055,7.7,203,138,7,112,82,226,203,57968,801.3496,60381.275825191,366.028,51.63243,-54.59998,229
1056,9.8,204,138,7,112,82,226,258,57968,801.3496,60381.275825191,366.028,51.62503,-54.59993,229
1057,9.0,205,138,7,112,82,226,236,57968,801.3496,60381.275825191,366.028,51.61763,-54.59988,229
1058,6.8,204,138,7,122,82,226,178,57978,801.4879,60381.275826791,366.028,51.62503,-54.59993,229
1059,6.9,205,138,7,122,82,226,182,57978,801.4879,60381.275826791,366.028,51.61763,-54.59988,229
1060,6.2,203,138,3,95,83,226,163,57951,801.1146,60381.275822471,370.491,51.63243,-54.59998,229
1061,7.3,204,138,6,95,83,226,191,57951,801.1146,60381.275822471,370.491,51.62503,-54.59993,229
1062,6.3,205,138,7,95,83,226,167,57951,801.1146,60381.275822471,370.491,51.61763,-54.59988,229
1063,8.1,203,138,7,100,83,226,213,57956,801.1837,60381.275823271,370.491,51.63243,-54.59998,229
1064,11.7,204,138,7,103,83,226,308,57959,801.2252,60381.275823751,370.491,51.62503,-54.59993,229
1065,11.5,205,138,7,103,83,226,302,57959,801.2252,60381.275823751,370.491,51.61763,-54.59988,229
1066,7.8,206,139,7,102,83,226,205,57958,801.2114,60381.275823591,370.491,51.6103,-54.59554,229
1067,7.1,203,138,7,107,83,226,187,57963,801.2805,60381.275824391,370.491,51.63243,-54.59998,229
1068,10.4,204,138,7,104,83,226,275,57960,801.239,60381.275823911,370.491,51.62503,-54.59993,229
1069,10.4,205,138,7,106,83,226,273,57962,801.2667,60381.275824231,370.491,51.61763,-54.59988,229
1070,7.4,206,139,7,106,83,226,196,57962,801.2667,60381.275824231,370.491,51.6103,-54.59554,229
