,snr,lpix,mpix,boxc_width,time,dm,iblk,rawsn,total_sample,obstime_sec,mjd,dm_pccm3,ra_deg,dec_deg,total_sample_middle,cluster_id,spatial_id,mSNR,mSlope,mSlopeSmooth,lpix_rms,mpix_rms,num_samps,centl,centm,num_spatial,PSR_name,PSR_sep,RACS_name,RACS_sep,NEW_name,NEW_sep,ALIAS_name,ALIAS_sep
1051,7.8,10,25,1,128,77,147,244,37760,521.9943,60424.613915431,296.241,193.36845,-64.38684,37720.78902435303,1078,-1,1.0,0.0,0.0,0.514,0.47,17,10.47,25.71,1,,,,,,,J1243-6423,11.832555306171567
1052,6.4,10,25,1,206,77,149,201,38350,530.1504,60424.614009831,296.241,193.36845,-64.38684,38310.78902435303,1079,-1,1.0,0.0,0.0,0.548,0.548,5,10.4,25.4,1,,,,,,,J1243-6423,11.832555306171567
1054,7.4,10,25,0,190,77,154,233,39614,547.624,60424.614212071,296.241,193.36844,-64.38684,39574.78902435303,1081,-1,1.0,0.0,0.0,0.519,0.497,14,10.5,25.36,1,,,,,,,J1243-6423,11.824367720874145
1055,8.3,10,25,0,218,77,154,261,39642,548.011,60424.614216551,296.241,193.36844,-64.38684,39602.78902435303,1082,-1,1.0,0.0,0.0,0.707,0.548,5,10.0,25.4,1,,,,,,,J1243-6423,11.824367720874145
1056,9.8,10,25,1,97,78,157,307,40289,556.9551,60424.614320071,300.088,193.36844,-64.38684,40249.27983093262,1083,-1,1.0,0.0,0.0,0.679,0.0,40,10.28,25.0,1,,,,,,,J1243-6423,11.824367720874145
1057,6.5,10,26,1,124,76,157,203,40316,557.3284,60424.614324391,292.394,193.36826,-64.38257,40277.29821777344,1084,-1,1.0,0.0,0.0,0.5,0.0,4,10.25,26.0,1,,,,,,,J1243-6423,26.846581173092922
1058,8.6,11,26,0,178,78,158,268,40626,561.6138,60424.614373991,300.088,193.35832,-64.38268,40586.27983093262,1085,-1,1.0,0.0,0.0,0.51,0.0,25,10.52,26.0,1,,,,,,,J1243-6423,28.327810399992792
1059,7.3,10,25,0,206,77,158,228,40654,562.0009,60424.614378471,296.241,193.36844,-64.38684,40614.78902435303,1086,-1,1.0,0.0,0.0,0.463,0.463,8,10.25,25.25,1,,,,,,,J1243-6423,11.824367720874145
1060,11.3,10,25,0,84,77,161,354,41300,570.9312,60424.614481831,296.241,193.36844,-64.38684,41260.78902435303,1087,-1,1.0,0.0,0.0,0.834,0.499,54,10.61,25.43,1,,,,,,,J1243-6423,11.824367720874145
1061,7.2,10,25,1,113,77,161,224,41329,571.3321,60424.614486471,296.241,193.36844,-64.38684,41289.78902435303,1088,-1,1.0,0.0,0.0,0.447,0.548,5,10.2,25.4,1,,,,,,,J1243-6423,11.824367720874145
1062,7.9,10,26,1,166,78,162,246,41638,575.6037,60424.614535911,300.088,193.36826,-64.38257,41598.27983093262,1089,-1,1.0,0.0,0.0,0.626,0.0,23,10.13,26.0,1,,,,,,,J1243-6423,26.846581173092922
1063,12.1,10,25,0,100,77,165,378,42340,585.3082,60424.614648231,296.241,193.36844,-64.38684,42300.78902435303,1090,-1,1.0,0.0,0.0,0.701,0.492,37,10.19,25.62,1,,,,,,,J1243-6423,11.824367720874145
1064,7.1,10,25,0,128,77,165,223,42368,585.6953,60424.614652711,296.241,193.36844,-64.38684,42328.78902435303,1091,-1,1.0,0.0,0.0,0.408,0.408,6,10.17,25.17,1,,,,,,,J1243-6423,11.824367720874145
1066,10.3,10,25,0,172,78,169,323,43436,600.4593,60424.614823591,300.088,193.3684,-64.38684,43396.27983093262,1093,-1,1.0,0.0,0.0,0.647,0.0,23,10.35,25.0,1,,,,,,,J1243-6423,11.800057576126235
1067,17.6,10,26,0,234,77,3,552,1002,13.8516,60424.608034151,296.241,193.36867,-64.38257,962.7890243530273,38,0,0.993,0.0,0.0,0.795,0.102,96,10.5,25.99,2,,,,,,,J1243-6423,26.95903646358354
1069,11.9,11,26,0,59,77,5,374,1339,18.5103,60424.608088071,296.241,193.35872,-64.38268,1299.7890243530273,72,0,0.984,0.0,0.0,0.706,0.198,50,10.54,25.96,2,,,,,,,J1243-6423,28.092108532770144
1071,18.2,10,25,0,100,77,10,570,2660,36.7718,60424.608299431,296.241,193.36882,-64.38684,2620.7890243530273,143,0,0.995,0.0,0.0,0.806,0.328,132,10.23,25.12,2,,,,,,,J1243-6423,12.041440953877235
1073,17.5,11,25,1,63,77,13,548,3391,46.8772,60424.608416391,296.241,193.35889,-64.38695,3351.7890243530273,187,0,0.992,0.0,0.0,1.011,0.492,83,10.6,25.4,2,,,,,,,J1243-6423,15.22536907662835
1075,19.0,11,26,0,144,78,14,595,3728,51.5359,60424.608470311,300.088,193.35867,-64.38268,3688.279830932617,198,0,0.981,0.0,0.0,0.931,0.499,140,10.68,25.56,2,,,,,,,J1243-6423,28.118713843655325
1076,6.2,208,106,7,152,88,14,194,3736,51.6465,60424.608471591,338.561,191.41002,-64.04349,3691.187473297119,198,1,0.981,0.0,0.0,0.0,0.0,4,208.0,106.0,2,,,,,,,,
1077,17.9,11,26,0,116,78,14,562,3700,51.1488,60424.608465831,300.088,193.35867,-64.38268,3660.279830932617,199,0,0.985,0.0,0.0,0.905,0.456,90,10.63,25.71,2,,,,,,,J1243-6423,28.118713843655325
1079,10.7,11,26,0,162,76,17,334,4514,62.4015,60424.608596071,292.394,193.35867,-64.38268,4475.2982177734375,242,1,0.812,0.0,0.0,0.598,0.507,21,10.57,25.43,2,,,,,,,J1243-6423,28.118713843655325
1080,6.7,133,50,4,165,76,17,210,4517,62.443,60424.608596551,292.394,192.14587,-64.28632,4478.2982177734375,242,0,0.812,0.0,0.0,0.0,0.0,6,133.0,50.0,2,,,,,,,,
1081,16.5,11,26,1,4,77,23,516,5892,81.451,60424.608816551,296.241,193.35866,-64.38268,5852.789024353027,330,0,0.99,0.0,0.0,0.834,0.376,68,10.57,25.91,2,,,,,,,J1243-6423,28.127616785639574
1083,20.6,10,25,1,95,77,30,645,7775,107.4816,60424.609117831,296.241,193.36877,-64.38684,7735.789024353027,411,0,0.995,0.0,0.0,0.961,0.487,129,10.47,25.62,2,,,,,,,J1243-6423,12.014050595275751
1085,18.9,10,26,1,170,77,33,593,8618,119.1352,60424.609252711,296.241,193.3686,-64.38257,8578.789024353027,452,0,0.994,0.0,0.0,0.9,0.449,116,10.28,25.72,2,,,,,,,J1243-6423,26.941443209208355
1087,19.0,10,25,1,251,77,34,594,8955,123.7939,60424.609306631,296.241,193.36876,-64.38684,8915.789024353027,469,0,0.985,0.0,0.0,0.904,0.496,93,10.2,25.42,2,,,,,,,J1243-6423,12.005000522071935
1089,22.3,10,25,0,107,77,35,699,9067,125.3422,60424.609324551,296.241,193.36876,-64.38684,9027.789024353027,482,0,0.992,0.0,0.0,0.924,0.425,154,10.39,25.77,2,,,,,,,J1243-6423,12.005000522071935
1091,27.3,10,25,0,251,77,43,855,11259,155.6444,60424.609675271,296.241,193.36876,-64.38684,11219.789024353027,536,0,0.987,0.019,0.0,1.029,0.483,230,10.38,25.37,3,,,,,,,J1243-6423,12.005000522071935
1092,17.3,10,25,1,136,77,44,541,11400,157.5936,60424.609697831,296.241,193.36876,-64.38684,11360.789024353027,553,0,0.995,0.0,0.0,0.913,0.492,142,10.48,25.6,2,,,,,,,J1243-6423,12.005000522071935
1096,23.0,10,25,0,170,77,51,721,13226,182.8362,60424.609989991,296.241,193.36871,-64.38684,13186.789024353027,644,0,0.996,0.0,0.0,1.008,0.205,138,10.27,25.96,2,,,,,,,J1243-6423,11.97809171151335
1098,12.4,10,26,0,164,77,53,388,13732,189.8312,60424.610070951,296.241,193.36855,-64.38257,13692.789024353027,680,0,0.971,0.0,0.0,0.884,0.24,50,10.44,25.94,2,,,,,,,J1243-6423,26.924173578601966
1100,20.9,10,25,0,130,77,55,654,14210,196.439,60424.610147431,296.241,193.36871,-64.38684,14170.789024353027,706,0,0.976,0.0,0.0,0.891,0.422,79,10.23,25.23,2,,,,,,,J1243-6423,11.97809171151335
1101,6.6,183,38,0,130,77,55,207,14210,196.439,60424.610147431,296.241,191.6498,-64.33628,14170.789024353027,706,1,0.976,0.0,0.0,0.577,0.577,3,182.33,37.67,2,,,,,,,,
1102,20.7,10,25,0,158,77,55,647,14238,196.8261,60424.610151911,296.241,193.36871,-64.38684,14198.789024353027,707,0,0.989,0.0,0.0,0.977,0.43,112,10.37,25.24,2,,,,,,,J1243-6423,11.97809171151335
1104,16.6,10,25,0,205,77,58,520,15053,208.0927,60424.610282311,296.241,193.3687,-64.38684,15013.789024353027,751,0,0.984,0.0,0.0,0.809,0.44,89,10.12,25.26,2,,,,,,,J1243-6423,11.969202879201164
1106,22.4,10,26,0,2,77,60,702,15362,212.3643,60424.610331751,296.241,193.3685,-64.38257,15322.789024353027,761,0,0.989,0.0,0.0,0.899,0.351,119,10.27,25.86,2,,,,,,,J1243-6423,26.911434108985894
1108,15.9,10,25,1,243,77,64,499,16627,229.8517,60424.610534151,296.241,193.3687,-64.38684,16587.789024353027,828,0,0.989,0.0,0.0,0.827,0.438,71,10.27,25.75,2,,,,,,,J1243-6423,11.969202879201164
1112,13.7,10,25,0,244,78,91,429,23540,325.417,60424.611640231,300.088,193.36862,-64.38684,23500.279830932617,926,0,0.985,0.0,0.0,0.758,0.394,48,10.25,25.19,2,,,,,,,J1243-6423,11.925368556224937
1114,22.4,10,25,0,94,77,94,702,24158,333.9602,60424.611739111,296.241,193.3686,-64.38684,24118.789024353027,958,0,0.996,0.0,0.0,1.04,0.285,180,10.25,25.09,2,,,,,,,J1243-6423,11.916724287446758
1116,24.1,10,26,1,1,77,97,755,24833,343.2914,60424.611847111,296.241,193.3684,-64.38257,24793.789024353027,980,0,0.996,0.0,0.0,1.033,0.469,183,10.1,25.68,2,,,,,,,J1243-6423,26.882419420395493
1118,10.0,10,25,0,107,78,99,314,25451,351.8346,60424.611945991,300.088,193.3686,-64.38684,25411.279830932617,1032,0,0.942,0.0,0.0,0.76,0.506,13,10.08,25.62,2,,,,,,,J1243-6423,11.916724287446758
